Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Short Title,Title,Application Summary,Grant Purpose,Area,Principal Investigator,Co-Investigators,Grant and/or Account #,Administered By,Funding Source,Project,Currency,Received Amount,Total Amount,Member Share,Monetary,Rpt,Hours Per Week,Personnel Paid,Rnw,Education Grant,Duplicate Reported,Other Details (doesn't print),Year
,"Moist, Louise",10/4/2013 11:07:39 AM,10868,"Moist, Louise",Medicine,2011/01,2013/01,Grants,Funded,True,False,Principal Investigator,Infrastructure Support,Infrastructure Support,,,,Dr. Louise Moist,,,,"Division of Nephrology, University of Western Ontario, London, Ontario",,,,"$21,910,276.00",,,0,,,0,False,False,,
,"Simon, Ericka",2/2/2011 11:05:54 AM,10889,"Hegele, Robert",Medicine,2011/04,2016/03,Grants,Funded,True,False,Principal Investigator,,Genetic architecture of cardiometabolic risk in families and communities,,Operating,Research,Robert A. Hegele,,,,Canadian Institutes of Health Research (CIHR),,CAD = Canadian dollar,,"$59,187,490.00",,,0,,,0,False,False,,
,"McCallum, Judy",11/26/2013 1:42:27 PM,10890,"Borrie, Michael",Medicine,2005/07,2008/06,Clinical Trials,Funded,False,True,Principal Investigator,,Longitudinal Imaging Substudy of GenADA,,Clinical Trial,Research,,"Bartha R, Smith M, Wells JL",,,GlaxoSmithKline,,,,"$49,688,370.00",,,0,,,0,False,False,,
Draft,"Parisian, Wendy",9/29/2015 3:13:11 PM,10892,"Borrie, Michael",Medicine,2006/01,2009/01,Grants,Funded,True,False,Principal Investigator,ADNI-1,Alzheimer Disease Neuroimaging Initiative (ADNI),,Operating,Research,Borrie MJ,Wells JL,,,NIH,,,,"$61,575,528.00",,,0,,,0,False,False,,
,"Parisian, Wendy",9/10/2015 1:53:57 PM,10893,"Borrie, Michael",Medicine,2004/07,2008/06,Clinical Trials,Funded,False,True,Principal Investigator,4.0T substudy of GenADA,NeuroImaging component of genotype-phenotype associations in Alzheimer Disease,,Clinical Trial,Research,Borrie MJ,Wells JL,,,GlaxoSmithKline,,,,"$64,849,920.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/15/2015 9:01:03 AM,10896,"Wells, Jennie",Medicine,2005/01,2006/01,Grants,Funded,True,False,Co-Investigator,,Info Rehab: Better Information for Better MSK Health and Quality of Life for Older Persons Summary of Research Proposal,,,,Stolee P.,"Stolee P, Wells JL, Borrie MJ, et al",,,Canadian Institutes of Health Research (CIHR),,,,"$42,240,750.00",,,0,,,0,False,False,,
Draft,"Parisian, Wendy",7/15/2015 8:58:39 AM,10897,"Wells, Jennie",Medicine,2006/01,2010/12,Grants,Funded,True,False,Co-Investigator,ADNI-2,Alzheimer Disease Neuroimaging Initiative (ADNI),,Operating,Research,Borrie M.,Borrie MJ,,,NIH (ADNI 024),,,,"$23,621,288.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/27/2012 2:27:45 PM,10911,"Borrie, Michael",Medicine,2011/02,2013/02,Clinical Trials,Funded,False,True,Principal Investigator,Study Number: DRI10734,"A multinational, multicenter, randomized, double-blind, parallel-group, placebo-controlled study of the effect on cognitive performance, safety, and tolerability of SAR110894D at the dose of 0.5 mg, 2 mg, and 5 mg/day for 24 weeks in patients with mild to moderate Alzheimer's Disease on stable donepezil therapy.",,Clinical Trial,Research,M. Borrie,"J. Wells, T. AlAama",,,Sanofi-Aventis Canada Inc.,,,,"$39,145,327.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/15/2015 9:35:24 AM,10912,"Wells, Jennie",Medicine,2011/02,2013/02,Clinical Trials,Funded,True,True,Co-Principal Investigator,Study Number: DRI10734,"A multinational, multicenter, randomized, double-blind, parallel-group, placebo-controlled study of the effect on cognitive performance, safety, and tolerability of SAR110894D at the dose of 0.5 mg, 2 mg, and 5 mg/day for 24 weeks in patients with mild to moderate Alzheimer's Disease on stable donepezil therapy.",,Clinical Trial,Research,Michael Borrie,T. AlAama,,,Sanofi-Aventis Canada Inc.,,,,"$505,118.00",,,0,,,0,False,False,,
,"Parisian, Wendy",4/29/2011 11:34:02 AM,10937,"Borrie, Michael",Medicine,2010/05,2013/05,Clinical Trials,Funded,False,True,Principal Site Investigator,IGIV Study,"A Randomized, double-blind, Placebo-Controlled, Two Dose-Arm, Parallel Study of the Safety and Effectiveness of Immune Globulin Intravenous (Human), 10% (IGIV, 10%) for the Treatment of Mild to Moderate Alzheimer Disease.",,Clinical Trial,Research,M. Borrie,Wells JL (sub-investigator),,,ADCS and Baxter Pharmaceuticals,,,,"$19,319,001.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/15/2015 9:36:23 AM,10938,"Wells, Jennie",Medicine,2010/05,2013/05,Clinical Trials,Funded,True,True,Co-Principal Investigator,IGIV Study,"A Randomized, double-blind, Placebo-Controlled, Two Dose-Arm, Parallel Study of the Safety and Effectiveness of Immune Globulin Intravenous (Human), 10% (IGIV, 10%) for the Treatment of Mild-to-Moderate Alzheimer's Disease.",,Clinical Trial,Research,Borrie MJ,"Wells JL, Borrie MJ",,,ADCS and Baxter Pharmaceuticals,,,,"$46,015,585.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/15/2015 8:35:35 AM,10944,"Wells, Jennie",Medicine,2009/10,2011/12,Grants,Funded,True,False,Co-Investigator,Tai Chi,Taoist Tai Chi and a Memory Intervention for Individuals with Mild Cognitive Impairment - A Randomized Control Trial.,REB documents:scheduled to run Oct 2009 -Dec 2011.,Operating,Research,Jennifer Fogarty,"Jennie Wells, Manuel MonteroOdasso, Kevin Hansen",,,,,,,"$56,131,457.00",,,0,,,0,False,False,,
,"Vanbeers, Donna",11/30/2012 1:31:00 PM,10949,"Gunaratnam, Lakshman",Medicine,2011/03,2012/02,Grants,Funded,True,False,Principal Applicant,,Exploiting KIM-1 signalling to ameliorate acute kidney injury through clearance of apoptotic cells,"Acute kidney injury (AKI) affects about 5-10% of all hospitalized patients and is associated with a mortality rate of over 50% in critically ill patients that require renal replacement therapy (e.g. dialysis). Despite considerable advances in diagnosis and treatment of AKI, mortality rates remain largely unchanged. Severe AKI caused by circulatory collapse or medications that are toxic to the kidney can result in massive death of kidney epithelial cells. The rapid removal of dead cells occurs through a process known as ""phagocytosis"" that is vital to preventing further inflammation and for hastening tissue repair. Recently, we and other scientists discovered that injured kidney epithelial cells express KIM-1, a gene product that transforms surviving kidney epithelial cells into phagocytes that are able to clear the dead or dying cells from the injured kidney. Emerging experimental evidence suggests that genetically engineered mice lacking the ability to remove dead cells owing to a mutation in the KIM-1 gene are more susceptible to inflammation and kidney dysfunction after AKI. Our research aims to understand the complex cell signalling pathways that govern how KIM-1 enables kidney epithelial cells to perform phagocytosis and regulate inflammation during AKI. Our studies culminate in the development and testing of a novel therapeutic strategy aimed at enhancing this (KIM-1 dependent) kidney protective mechanism that already exists in all humans. On the whole, the studies supported by this grant will help us to gain a detailed understanding of existing mechanisms that protect us from AKI and inflammation so that we can potentially develop new therapies that might improve outcomes in AKI patients.",Operating,Research,Lakshman Gunaratnam,"Dr. Bradley Denker, Dr. Jospeh Bonventre, Dr. Hao Wang",232429,* University of Western Ontario,Canadian Institutes of Health Research,,CAD = Canadian dollar,,"$37,577,354.00","$100,000.00",Cash,0,35.00,Dr. Xizhong Zhang,0,False,False,,
,"Gunaratnam, Lakshman",9/11/2015 3:08:28 PM,10950,"Gunaratnam, Lakshman",Medicine,2011/10,2016/03,Grants,Funded,True,False,Principal Applicant,,Exploiting KIM-1 signalling to ameliorate acute kidney injury through clearance of apoptotic cells,"Acute kidney injury (AKI) affects about 5-10% of all hospitalized patients and is associated with a mortality rate of over 50% in critically ill patients that require renal replacement therapy (e.g. dialysis). Despite considerable advances in diagnosis and treatment of AKI, mortality rates remain largely unchanged. Severe AKI caused by circulatory collapse or medications that are toxic to the kidney can result in massive death of kidney epithelial cells. The rapid removal of dead cells occurs through a process known as ""phagocytosis"" that is vital to preventing further inflammation and for hastening tissue repair. Recently, we and other scientists discovered that injured kidney epithelial cells express KIM-1, a gene product that transforms surviving kidney epithelial cells into phagocytes that are able to clear the dead or dying cells from the injured kidney. Emerging experimental evidence suggests that genetically engineered mice lacking the ability to remove dead cells owing to a mutation in the KIM-1 gene are more susceptible to inflammation and kidney dysfunction after AKI. Our research aims to understand the complex cell signalling pathways that govern how KIM-1 enables kidney epithelial cells to perform phagocytosis and regulate inflammation during AKI. Our studies culminate in the development and testing of a novel therapeutic strategy aimed at enhancing this (KIM-1 dependent) kidney protective mechanism that already exists in all humans. On the whole, the studies supported by this grant will help us to gain a detailed understanding of existing mechanisms that protect us from AKI and inflammation so that we can potentially develop new therapies that might improve outcomes in AKI patients.",Operating,Research,Lakshman Gunaratnam,"Dr. Bradley Denker, Dr. Jospeh Bonventre, Dr. Hao Wang, Dr. Gilles Lajoie",115196,* University of Western Ontario,Canadian Institutes of Health Research,,CAD = Canadian dollar,,"$52,712,695.00","$256,222.00",Cash,0,35.00,Dr. Xizhong Zhang,1,False,False,,
,"Gunaratnam, Lakshman",11/1/2011 9:17:07 AM,10952,"Gunaratnam, Lakshman",Medicine,2010/01,2012/12,Grants,Funded,False,False,Principal Applicant,,Role of Kidney Injury Molecule-1 in the regulation of renal inflammation in ischemia reperfusion injury,"Acute kidney injury (AKI) affects about 5-10% of all hospitalized patients and is associated with a mortality rate of over 50% in critically ill patients that require renal replacement therapy (e.g. dialysis). Despite considerable advances in diagnosis and treatment of AKI, mortality rates remain largely unchanged. Severe AKI caused by circulatory collapse or medications that are toxic to the kidney can result in massive death of kidney epithelial cells. The rapid removal of dead cells occurs through a process known as ""phagocytosis"" that is vital to preventing further inflammation and for hastening tissue repair. Recently, we and other scientists discovered that injured kidney epithelial cells express KIM-1, a gene product that transforms surviving kidney epithelial cells into phagocytes that are able to clear the dead or dying cells from the injured kidney. Emerging experimental evidence suggests that genetically engineered mice lacking the ability to remove dead cells owing to a mutation in the KIM-1 gene are more susceptible to inflammation and kidney dysfunction after AKI. Our research aims to understand the complex cell signalling pathways that govern how KIM-1 enables kidney epithelial cells to perform phagocytosis and regulate inflammation during AKI. Our studies culminate in the development and testing of a novel therapeutic strategy aimed at enhancing this (KIM-1 dependent) kidney protective mechanism that already exists in all humans. On the whole, the studies supported by this grant will help us to gain a detailed understanding of existing mechanisms that protect us from AKI and inflammation so that we can potentially develop new therapies that might improve outcomes in AKI patients.",Operating,Research,Lakshman Gunaratnam,,R4683001,* University of Western Ontario,Department of Medicine,,CAD = Canadian dollar,,"$63,590,746.00","$300,000.00",Cash,0,35.00,Dr. Xizhong Zhang,0,False,False,,
,"Draper, Julie",9/26/2013 3:03:26 PM,10953,"Minuk, Leonard",Medicine,2010/09,2013,Clinical Trials,Funded,False,True,Principal Investigator,VANTAGE 095,"An International, Multicenter, Open-Label Study of Vorinostat (MK-0683) in Combination with Bortezomib in Patients with Relapsed and Refractory Multiple Myeloma.",,Clinical Trial,Research,Dr. Leonard Minuk,,,,Merck Co. Inc.,,CAD = Canadian dollar,,"$60,239,206.00",,,0,,,0,False,False,,
,"Minuk, Leonard",9/8/2015 10:30:40 AM,10954,"Minuk, Leonard",Medicine,2010/09,present,Clinical Trials,Funded,False,True,Principal Site Investigator,VANTAGE 088,"An International, Multicenter, Randomized, Double-Blind Study of Vorinostat (MK-0683) or Placebo in Combination with Bortezomib in Patients with Multiple Myeloma.",,Clinical Trial,Research,Dr. Leonard Minuk,,,,Merck Co. Inc.,,CAD = Canadian dollar,,"$31,786,380.00",,,0,,,0,False,False,,
,"Parisian, Wendy",7/16/2014 10:28:20 AM,10955,"Crilly, Richard",Medicine,2011/10,2014/03,Grants,Funded,True,False,Co-Applicant,A Knowledge to Action Intervention for Long-term Care,A Knowledge to Action Intervention for Long-term Care: A Feasibility Study Focusing on the Uptake of Osteoporosis and Fracture Prevention Best Practices,,Operating,Research,Alexandra Papaioannou,"JD Adachi, L Dolovich, LM Giangregorio, G Ioannidis, R Josse, L Lohfeld, S Marr, S Morin, A Sawka",,,Canadian Institutes of Health Research (CIHR),,CAD = Canadian dollar,,"$3,094,028.00",,,0,,,0,False,False,,
,"Minuk, Leonard",9/8/2015 10:32:26 AM,10960,"Minuk, Leonard",Medicine,2010/05,present,Clinical Trials,Funded,False,True,Site Investigator,COMFORT - 1,"A randomized, double-blind, placebo controlled study of the JAK inhibitor INCB 18424 tablets administered orally to subjects with primary myelofibrosis (PMF), post polycythemia Vera-myelofibrosis (PPV-MF) or essential thombocythemia myelofibrosis (PET-MF).",,Clinical Trial,Research,Dr. Kang Howson-Jan,L. Minuk,,,Incyte Corporation,,,,"$9,628,127.00",,,0,,,0,False,False,,
,"Draper, Julie",9/26/2013 3:06:17 PM,10961,"Minuk, Leonard",Medicine,2009/07,2010/06,Grants,Funded,True,False,Co-Investigator,ABVD,Treatment of Hodgkin Lymphoma with ABVD without Routine Growth Factor Support - A Quality Assurance Study.,,Operating,Research,Dr. Joy Mangel,"L. Minuk, A. Lazo-Langner, I. Chin-Yee, K. Howson-Jan",,,London Health Sciences Centre Foundation,,,,"$65,540,857.00",,,0,,,0,False,False,,
,"Minuk, Leonard",9/8/2015 10:29:27 AM,10963,"Minuk, Leonard",Medicine,2010/09,present,Clinical Trials,Funded,True,False,Principal Site Investigator,MMY 2016,An open-label Phase II Study of the efficacy of combination bortezomib-containing regiments in the treatment of newly diagnosed patients with t(4;14) positive multiple myeloma.,,Clinical Trial,Research,Dr. Donna Reece,"L. Minuk, A. Belch, C. Shustik, C. Chen, D. White, D. Szwajcer, V. Kukreti, M. Sebag, R. Tiedemann, S. Trudel",,,PMH,,,,"$29,137,464.00",,,0,,,0,False,False,,
,"Minuk, Leonard",9/8/2015 10:29:56 AM,10965,"Minuk, Leonard",Medicine,2010/09,present,Clinical Trials,Funded,True,False,Site Investigator,Acapella,Alemtuzumab and CHOP Chemotherapy for aggressive histological peripheral T-Cell Lymphomas: A multi-centre Phase I and II Study.,,Clinical Trial,Research,Dr. Joy Mangel,L. Minuk,,,Sunnybrook Hospital,,CAD = Canadian dollar,,"$6,171,139.00",,,0,,,0,False,False,,
,"Draper, Julie",9/26/2013 3:07:46 PM,10966,"Minuk, Leonard",Medicine,2010/06,2010/10,Clinical Trials,Funded,False,True,Co-Investigator,TALL,Phase II study of temozolomide in previously untreated acute myeloid leukemia (AML)/myelodysplastic syndrome (MDS) subjects unsuitable for standard induction therapy exhibiting low MGMT expression.,,Clinical Trial,Research,Dr. Kang Howson-Jan,L. Minuk,,,,,,,"$1,696,188.00",,,0,,,0,False,False,,
,"Minuk, Leonard",9/8/2015 10:33:01 AM,10967,"Minuk, Leonard",Medicine,2010/01,present,Clinical Trials,Funded,True,False,Site Investigator,NCIC LY12,"A Phase III study of gemcitabine, dexamethasone, and cisplatin compared to dexamethasone, cytarabine and cisplatin plus/minus rituximab [(R)-GDP VS (R)-DHAP] as salvage chemotherapy for patients with relapsed or refractory aggressive histology non-Hodgkin's lymphoma prior to autologous stem cell transplant and followed up maintenance rituximab versus observation.",,Clinical Trial,Research,Dr. Kang Howson-Jan,L. Minuk,,,National Cancer Institute of Canada (NCIC),,,,"$23,213,946.00",,,0,,,0,False,False,,
,"Gunaratnam, Lakshman",9/22/2011 11:51:26 AM,10968,"Gunaratnam, Lakshman",Medicine,2011/07,2014/06,Grants,Funded,True,False,Principal Applicant,Exploiting existing kidney protective mechanisms to improve recovery after kidney injury in the native and transplanted kidney,Exploiting KIM-1 signalling to ameliorate renal ischemia reperfusion injury through clearance of apoptotic cells,"Acute kidney injury (AKI) or acute renal failure affects about 5% of all hospitalized patients and is associated with a mortality rate of over 50% in those critically ill patients that require dialysis. Ischemia reperfusion injury (IRI) that results when there is temporary cessation and re-establishment of blood flow to the kidney is the most common cause of AKI. IRI is also an inevitable consequence of organ transplantation that, when severe, can limit the lifespan of the transplanted organ. Despite modern therapies, mortality rates and the poor outcomes after kidney transplantation associatednwith IRI remain largely unchanged. At the cellular level, IRI leads to massive death of kidney epithelial cells. The rapid removal of these dead cells occurs through a process known as ""phagocytosis"" that is vital to preventing further inflammation and hastening tissue repair. Recently, groups including ours discovered that surviving kidney epithelial cells express KIM-1, a gene product that transforms surviving kidney epithelial cells into phagocytes for clearance of dead or dying cells from the injured kidney. Emerging experimental evidence suggests that genetically engineered mice lacking the KIM-1 gene are more susceptible to inflammation and kidney dysfunction after IRI. Our research aims to understand the complex cell signalling pathways that govern how KIM-1 converts kidney epithelial cells to perform phagocytosis. In addition, we will test a novel therapeutic strategy that exploits this KIM-1-dependent kidney protective mechanism to enhance clearance of dead cells to ameliorate IRI in an animal model. We hope that our studies will lead to development of novel therapeutic strategies to improve renal recovery and potentially improve outcomes in AKI patients and kidney transplant recipients",Salary Award,,Lakshman Gunaratnam,,,* University of Western Ontario,Kidney Foundation of Canada and Canadian Institutes of Health Research,,CAD = Canadian dollar,,"$610,015.00","$210,000.00",Cash,0,35.00,Lakshman Gunaratnam,0,False,False,,
,"Ede, Cathy",9/18/2014 11:56:33 AM,10970,"Lewis, James",Medicine,2011/09,2016/08,Grants,Funded,True,False,Co-Applicant,,The effects of mechanical ventilation on the biophysical properties of pulmonary surfactant,,Operating,Research,Ruud Veldhuizen,,,,Canadian Institute of Health Research (CIHR),,,,"$36,478,800.00",,,0,,,0,False,False,,
,"Collier, Mary",4/16/2015 1:27:52 PM,10997,"Kostuk, William",Medicine,2011/02,2015/02,Grants,Funded,False,True,Principal Site Investigator,PEGASUS,"PEGASUS-TIMI 54: A randomized double-blind, placebo controlled, parallel group, multinational trial to asses the prevention of thrombotic events with Ticagrelor compared to placebo on a background of acetyl salicyclic acid (ASA). Therapy in patients with history of myocardial infarction.",,Clinical Trial,Research,William Kostuk,,,,AstraZeneca (UK),,,,"$913,122.00","$216,937.00",,0,,,0,False,False,,
,"Collier, Mary",2/6/2012 2:04:10 PM,10998,"Kostuk, William",Medicine,2011/02,2012/11,Grants,Funded,True,True,Co-Investigator,CHI SQUARE,"Can HDL infusions significantly quicken atherosclerosis regression? (CHI SQUARE): A phase II multi-center, double-blind, ascending dose, placebo-controlled, dose-finding trial of CER 001 or placebo in subjects with acute coronary syndrome.",,Clinical Trial,Research,,,,,Cerenis Therapeutics SA,,,,"$20,376,061.00",,,0,,,0,False,False,,
,"Collier, Mary",2/6/2012 2:04:42 PM,10999,"Kostuk, William",Medicine,2011/03,2012/12,Grants,Funded,True,True,Co-Investigator,VISTA-16,Evaluation of the safety and efficacy of short-term A-002 treatment in subjects with acute coronary syndrome (VISTA-16),,Clinical Trial,Research,,,,,Anthera Pharmaceuticals Inc.,,,,"$51,726,078.00",,,0,,,0,False,False,,
,"Collier, Mary",9/24/2013 9:59:24 AM,11000,"Diamantouros, Pantelis",Medicine,2011/03,2012/12,Grants,Funded,True,True,Co-Investigator,,Evaluation of the safety and efficacy of short-term A-002 treatment in subjects with acute coronary syndromes (VISTA-16),,Clinical Trial,Research,Dr. Shahar Lavi,Dr. P. Diamantouros,,,Anthera Pharmaceuticals Inc,,,,"$67,185,202.00",,,0,,,0,False,False,,
,"Collier, Mary",9/23/2013 11:52:49 AM,11001,"Diamantouros, Pantelis",Medicine,2011/03,2012/10,Grants,Funded,True,True,Co-Investigator,CHI SQUARE,"Can HDL infusions signficiantly quicken atherosclerosis regression? (CHI SQUARE): A phase II multi-centre, double-blind, ascending dose, placebo-controlled, dose-finding trial of CER 001 or placebo in subjects with acute coronary syndrome.",,Clinical Trial,Research,Dr. S. Lavi,Dr. P. Diamantouros,,,Cerenis Therapeutics SA,,,,"$70,005,996.00",,,0,,,0,False,False,,
,"Collier, Mary",9/23/2013 11:51:24 AM,11002,"Diamantouros, Pantelis",Medicine,2011/03,2012/12,Grants,Funded,True,True,Co-Investigator,PEGASUS-TIMI 54,"PEGASUS-TIMI 54: A randomized, double-blind, placebo controlled, parallel group, multinational trial to assess the prevention of thrombotic events with Ticagrelor compared to placebo on a background of Acetyl Salicylic Acid (ASA) therapy in patients with history of myocardial infarction.",,Clinical Trial,Research,Dr. William J. Kosuk,Dr. P. Diamantouros,,,AstraZeneca,,,,"$19,734,400.00",,,0,,,0,False,False,,
,"Millard, Wanda",2/25/2012 4:07:47 PM,11035,"Millard, Wanda",Medicine,2007,,Grants,Funded,True,False,Principal Investigator,Intra-articular Lidocaine vs. Intravenous Sedation for the Reduction of Anterior Shoulder Dislocations in the Emergency Department,Intra-articular Lidocaine versus Conscious Sedation for the Reduction of Anterior Shoulder Dislocations in the Emergency Department.,,Clinical Trial,Research,,,,* UWO/LHSC,Canadian Academy of Sport Medicine New Investigator Grant 2007,,CAD = Canadian dollar,,"$32,984,346.00","$7,500.00",Cash,0,,,0,False,False,,
,"Giasson, Brenda",3/29/2011 3:57:11 PM,11055,"Thompson, Guy",Medicine,2004/10,2006/02,Clinical Trials,Funded,False,False,Co-Investigator,Protocol AI424-044 Study Title,"A Study to Assess Long-Term Antiviral Activity, Safety, Including Serum Lipids, and Tolerability of BMS-232632 in Combination with Stavudine (D4T) and Lamivudine (3TC) in Subjects Previously Treated with Nelfinavir or BMS-232632.",,Clinical Trial,Research,"Ralph, Edward","Thompson, Bill, Hammerberg, Ole",,,Bristol Meyers Squibb,,,,"$2,769,387.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/14/2011 12:53:31 PM,11057,"Thompson, Guy",Medicine,2001/02,2005/06,Clinical Trials,Funded,True,False,Principal Investigator,STI CTN 164 Study Title,A prospective randomized trial of Structured Treatment Interruption (STI) followed by initiation of a new antiretroviral regimen versus immediate switching to a new antiretroviral regimen in HIV-infected patients experiencing virologic failure on HAART (CTN #164),,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammberger, Ole",,,Canadian HIV Trials Network,,CAD = Canadian dollar,,"$47,890,010.00",,,0,,,0,False,False,,
,"Giasson, Brenda",3/26/2011 4:58:38 PM,11058,"Thompson, Guy",Medicine,2001/11,2008/01,Clinical Trials,Funded,True,False,Principal Investigator,OPTIMA CTN 167 Study Title,"A Tri-National (Canada, UK, USA) Randomized Controlled Trial To Determine The Optimal Management Of Patients With HIV Infection For Whom First And Second-Line Highly Active Antiretroviral Therapy Has Failed",,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammerberg, Ole",,,Canadian HIV Trials Network,,CAD = Canadian dollar,,"$72,286,115.00",,,0,,,0,False,False,,
,"Giasson, Brenda",3/29/2011 3:09:18 PM,11059,"Thompson, Guy",Medicine,2004/04,2011/06,Clinical Trials,Funded,True,False,Principal Investigator,SMART CTN 190 Study Title,"A large, simple trial comparing two strategies for management of anti-retroviral therapy (The SMART Study)",,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammberg, Ole",,,Canadian HIV Trials Network,,CAD = Canadian dollar,,"$14,479,177.00",,,0,,,0,False,False,,
,"Giasson, Brenda",3/26/2011 4:53:04 PM,11060,"Thompson, Guy",Medicine,2002/10,2007/09,Clinical Trials,Funded,True,False,Principal Investigator,Pneumococcal Vaccine CTN 147 Study Title,A Pilot Study Assessing the Efficacy of Pneumococcal Vaccine in HIV Patients: Delayed versus Immediate Immunization,,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammberg, Ole",,,Canadian HIV Trials Network,,CAD = Canadian dollar,,"$21,852,129.00",,,0,,,0,False,False,,
,"Giasson, Brenda",3/26/2011 5:00:13 PM,11061,"Thompson, Guy",Medicine,2005/04,2006/06,Clinical Trials,Funded,False,False,Principal Investigator,Tipranavir EAP Study Title,An Open-Label Safety Study of Tipranavir Co-administered with Low-dose Ritonavir in Patients with advanced HIV-1 Infection and Limited Treatment Options,,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammerberg, Ole",,,Boehringer Ingelheim (Canada) Ltd,,CAD = Canadian dollar,,"$19,102,308.00",,,0,,,0,False,False,,
,"Giasson, Brenda",3/29/2011 3:23:34 PM,11062,"Thompson, Guy",Medicine,2002/03,2004/02,Clinical Trials,Funded,False,False,Principal Investigator,Tenofovir EAP Study Title,An Expanded Access Program for Tenofovir Disoproxil Fumarate (Tenofovir DF) in the Treatment of HIV-1 Infected Patients Who Have Limited Treatment Options,,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammerberg, Ole",,,Gilead Sciences,,,,"$43,838,932.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/14/2011 2:36:11 PM,11063,"Thompson, Guy",Medicine,2007/01,2007/12,Clinical Trials,No funds received,True,False,Principal Investigator,TMC-114 EAP,Early access of TMC 114 in combination with low dose ritonavir (RTV) and other antiretrovirals (ARVs) in highly treatment experienced HIV-1 infected subjects with limited to no treatment options,,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammerberg, Ole",,,Tibotec Pharmaceuticals Ltd & Virco Ireland Ltd,REB# 12716,,,"$52,887,393.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/14/2011 2:37:37 PM,11064,"Thompson, Guy",Medicine,2009/07,2010/06,Clinical Trials,Funded,False,False,Principal Investigator,Biojector Title,"Prospective study to assess patient satisfaction, quality of life and adverse events of patients using the Biojector versus standard needles for enfuvirtide administration.",,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Hammerberg, Ole",,,Roche,REB # 11390,,,"$48,565,896.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/14/2011 12:54:45 PM,11065,"Thompson, Guy",Medicine,2009/09,2012/03,Clinical Trials,Funded,True,False,Co-Investigator,Maintain Study,A Randomized Control Clinical Trial of Micronutrient & Antioxidant supplementation in persons with untreated HIV infection.,,Clinical Trial,Research,"Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole",,,,REB # 16102,,,"$32,688,855.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/16/2011 11:05:54 AM,11066,"Thompson, Guy",Medicine,2009/07,2010/06,Clinical Trials,Funded,False,False,Co-Investigator,Perinatal Surviellance Program,Babies born to HIV positive mothers,,Clinical Trial,Research,"Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole",,,,REB # 17900E,,,"$21,722,437.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/16/2011 11:23:44 AM,11067,"Thompson, Guy",Medicine,2009/08,present,Clinical Trials,Funded,False,False,Co-Investigator,OCS,OCS: Ontario HIV Treatment Network Cohort Study,Trials pending REB approval,Clinical Trial,Research,"Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole",,,,REB: 15570E,,,"$31,669,042.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/16/2011 11:27:08 AM,11068,"Thompson, Guy",Medicine,2011/04,present,Clinical Trials,Funded,False,False,Principal Investigator,The Canadian Cohort of HIV + Slow Progressors,A Study of Host and Viral Factors Associated with Disease Progression in Long Term HIV Infected Subjects.,,Clinical Trial,Research,"Thompson, Bill","Ralph, Edward, Elsayed, Sameer, Hammerberg, Ole",,,,REB: 17774,,,"$20,581,632.00",,,0,,,0,False,False,,
,"Giasson, Brenda",9/16/2011 11:13:52 AM,11069,"Thompson, Guy",Medicine,2011/04,,Clinical Trials,Funded,False,False,Co-Investigator,HIV and Mothering,The psychosocial experiences and needs of HIV-positive women during their first year of motherhood,,Clinical Trial,Research,"Ralph, Edward","Thompson, Bill, Elsayed, Sameer, Hammerberg, Ole","1,200.00",,,REB: 17510E,,,"$575,386.00",,,0,,,0,False,False,,
